# BUSCO version is: 6.0.0 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2024-01-08, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
302at33634	Complete	JH598320.1	84568	78667	-	1465.9	1251	https://v10-1.orthodb.org/?query=302at33634	S1 domain
693at33634	Complete	JH598230.1	15243	11436	-	1637.0	925	https://v10-1.orthodb.org/?query=693at33634	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
723at33634	Complete	JH598005.1	107975	104801	-	1361.1	788	https://v10-1.orthodb.org/?query=723at33634	Aminoacyl-tRNA synthetase, class Ia
971at33634	Complete	JH598116.1	78957	75441	-	1446.6	854	https://v10-1.orthodb.org/?query=971at33634	Aminoacyl-tRNA synthetase, class Ia
1102at33634	Complete	JH598254.1	56258	50113	-	1599.1	1099	https://v10-1.orthodb.org/?query=1102at33634	RNA polymerase Rpb1, domain 4
1326at33634	Complete	JH598042.1	128494	125800	-	638.8	573	https://v10-1.orthodb.org/?query=1326at33634	MIF4G-like domain superfamily
1342at33634	Complete	JH598179.1	746324	749327	+	1198.3	724	https://v10-1.orthodb.org/?query=1342at33634	Coatomer subunit beta
1803at33634	Complete	JH598440.1	152983	150154	-	733.3	563	https://v10-1.orthodb.org/?query=1803at33634	Aminoacyl-tRNA synthetase, class Ia
2880at33634	Complete	JH598121.1	43633	46255	+	878.3	546	https://v10-1.orthodb.org/?query=2880at33634	AP complex subunit beta
3405at33634	Complete	JH597778.1	805290	808152	+	1040.8	681	https://v10-1.orthodb.org/?query=3405at33634	Pre-mRNA-processing factor 6
3528at33634	Complete	JH598330.1	128985	126234	-	1067.4	627	https://v10-1.orthodb.org/?query=3528at33634	Helicase, C-terminal
3786at33634	Complete	JH598308.1	10485	8100	-	1032.2	527	https://v10-1.orthodb.org/?query=3786at33634	Heat shock protein 70 family
3834at33634	Complete	JH597939.1	121546	119638	-	704.5	482	https://v10-1.orthodb.org/?query=3834at33634	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
3835at33634	Complete	JH598253.1	90014	91856	+	835.5	501	https://v10-1.orthodb.org/?query=3835at33634	Methylglyoxal synthase-like domain
3892at33634	Complete	JH598194.1	377719	379825	+	772.4	539	https://v10-1.orthodb.org/?query=3892at33634	Sda1
4148at33634	Complete	JH598019.1	2495	635	-	755.8	476	https://v10-1.orthodb.org/?query=4148at33634	Translation initiation factor IF- 2
4166at33634	Missing
4406at33634	Complete	JH598637.1	705254	708095	+	685.9	435	https://v10-1.orthodb.org/?query=4406at33634	WD40-repeat-containing domain
5074at33634	Complete	JH598069.1	104027	102491	-	641.1	415	https://v10-1.orthodb.org/?query=5074at33634	Carbohydrate kinase, FGGY
5144at33634	Complete	JH598325.1	92444	90920	-	698.6	420	https://v10-1.orthodb.org/?query=5144at33634	Signal recognition particle, SRP54 subunit
5145at33634	Complete	JH597999.1	77211	76101	-	503.4	291	https://v10-1.orthodb.org/?query=5145at33634	WD40-repeat-containing domain
5578at33634	Complete	JH598161.1	414583	413070	-	741.5	373	https://v10-1.orthodb.org/?query=5578at33634	Eukaryotic translation initiation factor 2 subunit 3
5960at33634	Complete	JH598226.1	431471	433709	+	786.1	497	https://v10-1.orthodb.org/?query=5960at33634	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
5964at33634	Complete	JH598169.1	398852	397103	-	510.2	418	https://v10-1.orthodb.org/?query=5964at33634	Alpha-1,3-glucosyltransferase
6366at33634	Complete	JH597979.1	85263	83549	-	840.1	452	https://v10-1.orthodb.org/?query=6366at33634	Inosine-5'-monophosphate dehydrogenase
6436at33634	Complete	JH598157.1	3690	5130	+	786.9	411	https://v10-1.orthodb.org/?query=6436at33634	RNA helicase
6684at33634	Complete	JH598174.1	27346	29089	+	725.6	437	https://v10-1.orthodb.org/?query=6684at33634	GroEL-like apical domain superfamily
6933at33634	Complete	JH598088.1	30246	31713	+	603.5	341	https://v10-1.orthodb.org/?query=6933at33634	Nop domain
6981at33634	Complete	JH598038.1	50897	47264	-	1345.0	872	https://v10-1.orthodb.org/?query=6981at33634	Exportin-1, C-terminal
6989at33634	Complete	JH598483.1	229131	227058	-	714.5	491	https://v10-1.orthodb.org/?query=6989at33634	Pescadillo
7485at33634	Complete	JH598233.1	9757	11482	+	461.6	342	https://v10-1.orthodb.org/?query=7485at33634	RNA helicase
8142at33634	Complete	JH598246.1	100793	102159	+	314.1	231	https://v10-1.orthodb.org/?query=8142at33634	tRNA-dihydrouridine synthase
8760at33634	Complete	JH598180.1	133271	131069	-	355.0	276	https://v10-1.orthodb.org/?query=8760at33634	DNA glycosylase
8842at33634	Complete	JH598146.1	51189	52830	+	619.1	339	https://v10-1.orthodb.org/?query=8842at33634	26S Proteasome regulatory subunit 6A
9201at33634	Complete	JH598389.1	186353	184069	-	202.9	212	https://v10-1.orthodb.org/?query=9201at33634	Programmed cell death protein 2
9286at33634	Complete	JH597831.1	118261	119747	+	654.7	378	https://v10-1.orthodb.org/?query=9286at33634	Mitochondrial-processing peptidase subunit beta
9297at33634	Complete	JH598009.1	646840	647938	+	435.6	308	https://v10-1.orthodb.org/?query=9297at33634	RNA 3'-terminal phosphate cyclase
9413at33634	Complete	JH598398.1	168830	167254	-	452.9	320	https://v10-1.orthodb.org/?query=9413at33634	DNA primase
9731at33634	Complete	JH597989.1	194054	190967	-	846.7	553	https://v10-1.orthodb.org/?query=9731at33634	AP-3 complex subunit delta
9939at33634	Complete	JH598099.1	5180	7028	+	525.8	388	https://v10-1.orthodb.org/?query=9939at33634	Glycerol-3-phosphate dehydrogenase
10123at33634	Complete	JH598320.1	263660	262169	-	348.3	275	https://v10-1.orthodb.org/?query=10123at33634	ALG11 mannosyltransferase
10425at33634	Complete	JH598337.1	181889	180437	-	718.4	351	https://v10-1.orthodb.org/?query=10425at33634	Pseudouridine synthase, catalytic domain superfamily
10799at33634	Complete	JH598013.1	24837	23355	-	572.8	362	https://v10-1.orthodb.org/?query=10799at33634	Bifunctional dihydrofolate reductase-thymidylate synthase
11504at33634	Complete	JH598253.1	342520	340135	-	641.9	378	https://v10-1.orthodb.org/?query=11504at33634	RNA helicase
12069at33634	Complete	JH598136.1	580027	581160	+	424.0	265	https://v10-1.orthodb.org/?query=12069at33634	Cytosolic Fe-S cluster assembly factor NUBP1 homolog
12249at33634	Complete	JH598015.1	57822	56073	-	524.4	347	https://v10-1.orthodb.org/?query=12249at33634	Methylthiotransferase, N-terminal
12363at33634	Complete	JH598116.1	444999	445878	+	254.0	229	https://v10-1.orthodb.org/?query=12363at33634	Coatomer subunit epsilon
12382at33634	Complete	JH598060.1	419841	421251	+	723.9	378	https://v10-1.orthodb.org/?query=12382at33634	Helicase, C-terminal
12562at33634	Complete	JH597996.1	121902	124086	+	744.9	530	https://v10-1.orthodb.org/?query=12562at33634	WD40 repeat
12626at33634	Complete	JH598179.1	486626	488577	+	436.3	309	https://v10-1.orthodb.org/?query=12626at33634	MFS transporter, PAT family, solute carrier family 33 (Acetyl-CoA transportor), member 1
12684at33634	Complete	JH597776.1	970664	971720	+	345.6	243	https://v10-1.orthodb.org/?query=12684at33634	Polymerase, nucleotidyl transferase domain
12693at33634	Complete	JH597989.1	32302	31051	-	327.3	295	https://v10-1.orthodb.org/?query=12693at33634	Tetratricopeptide repeat
13102at33634	Complete	JH598368.1	70392	67965	-	590.5	402	https://v10-1.orthodb.org/?query=13102at33634	Large subunit GTPase 1
13476at33634	Complete	JH598330.1	113658	114974	+	347.1	203	https://v10-1.orthodb.org/?query=13476at33634	Proteasome subunit beta type
13537at33634	Complete	JH598180.1	145345	144113	-	383.7	220	https://v10-1.orthodb.org/?query=13537at33634	Methyltransferase type 11
13819at33634	Complete	JH598047.1	79163	80678	+	555.5	345	https://v10-1.orthodb.org/?query=13819at33634	Ubiquitin-activating enzyme
13832at33634	Complete	JH598461.1	458944	457853	-	289.8	209	https://v10-1.orthodb.org/?query=13832at33634	PPM-type phosphatase domain
14113at33634	Complete	JH598010.1	149120	150695	+	534.5	322	https://v10-1.orthodb.org/?query=14113at33634	Dynamin superfamily
15177at33634	Complete	JH597876.1	194133	195114	+	466.9	274	https://v10-1.orthodb.org/?query=15177at33634	WD40-repeat-containing domain
15216at33634	Complete	JH598389.1	175755	174811	-	282.7	209	https://v10-1.orthodb.org/?query=15216at33634	Pantoate-beta-alanine ligase
15242at33634	Complete	JH598325.1	1012136	1013006	+	361.0	198	https://v10-1.orthodb.org/?query=15242at33634	Proteasome subunit beta type
15351at33634	Complete	JH597777.1	1131361	1132372	+	354.1	212	https://v10-1.orthodb.org/?query=15351at33634	Proteasome subunit alpha type
15520at33634	Complete	JH598637.1	98566	99739	+	469.2	299	https://v10-1.orthodb.org/?query=15520at33634	Flap endonuclease 1
15827at33634	Complete	JH598010.1	102443	99759	-	443.8	285	https://v10-1.orthodb.org/?query=15827at33634	Glycosyl transferase, family 4
15969at33634	Complete	ABWE02003561.1	7873	6502	-	173.5	234	https://v10-1.orthodb.org/?query=15969at33634	Calreticulin
16248at33634	Complete	JH598128.1	18096	18835	+	228.6	160	https://v10-1.orthodb.org/?query=16248at33634	Impact, N-terminal
17057at33634	Missing
17622at33634	Complete	JH597777.1	1053408	1055007	+	337.8	241	https://v10-1.orthodb.org/?query=17622at33634	Histone acetyltransferase
17887at33634	Complete	JH597957.1	226456	227339	+	222.7	172	https://v10-1.orthodb.org/?query=17887at33634	Pyridoxal phosphate homeostasis protein
18069at33634	Complete	ABWE02003084.1	9068	9765	+	239.1	161	https://v10-1.orthodb.org/?query=18069at33634	RNA polymerase, Rpb5, N-terminal
18429at33634	Complete	JH598637.1	527255	526299	-	201.3	180	https://v10-1.orthodb.org/?query=18429at33634	Cyclin
18432at33634	Complete	JH598090.1	5143	6651	+	383.8	242	https://v10-1.orthodb.org/?query=18432at33634	von Willebrand factor A-like domain superfamily
18615at33634	Complete	JH597989.1	680686	682993	+	412.7	356	https://v10-1.orthodb.org/?query=18615at33634	GDP dissociation inhibitor
19366at33634	Complete	JH598611.1	99062	100033	+	142.0	114	https://v10-1.orthodb.org/?query=19366at33634	HAD superfamily
19836at33634	Complete	JH598095.1	564007	562384	-	403.8	314	https://v10-1.orthodb.org/?query=19836at33634	Cactin, central domain
19891at33634	Complete	ABWE02003170.1	10102	11116	+	361.6	251	https://v10-1.orthodb.org/?query=19891at33634	Brix domain
20044at33634	Complete	JH598325.1	228919	225931	-	641.9	492	https://v10-1.orthodb.org/?query=20044at33634	DNA mismatch repair protein Mlh1
20182at33634	Complete	JH598083.1	408391	407340	-	361.4	248	https://v10-1.orthodb.org/?query=20182at33634	Short-chain dehydrogenase/reductase, conserved site
20769at33634	Complete	JH598349.1	290175	289435	-	213.2	135	https://v10-1.orthodb.org/?query=20769at33634	Adenylate kinase isoenzyme 6
21097at33634	Complete	JH598637.1	141157	143425	+	630.4	418	https://v10-1.orthodb.org/?query=21097at33634	Signal recognition particle receptor subunit alpha
21875at33634	Complete	JH598398.1	301487	302809	+	276.3	217	https://v10-1.orthodb.org/?query=21875at33634	TatD family
22080at33634	Complete	JH598301.1	329171	329798	+	334.9	172	https://v10-1.orthodb.org/?query=22080at33634	PUA domain
22950at33634	Complete	JH597776.1	270972	272086	+	360.1	216	https://v10-1.orthodb.org/?query=22950at33634	Proteasome endopeptidase complex
23030at33634	Complete	JH598094.1	411338	410476	-	224.8	143	https://v10-1.orthodb.org/?query=23030at33634	Ribosomal RNA-processing protein
23917at33634	Complete	JH597777.1	810331	809402	-	213.6	126	https://v10-1.orthodb.org/?query=23917at33634	Mago nashi protein
23923at33634	Complete	JH598337.1	182098	182650	+	290.5	170	https://v10-1.orthodb.org/?query=23923at33634	RNA-binding S4 domain
24919at33634	Complete	JH598066.1	65806	66252	+	130.2	80	https://v10-1.orthodb.org/?query=24919at33634	DNA-directed RNA polymerase subunit
25187at33634	Complete	JH598104.1	32830	32300	-	179.7	101	https://v10-1.orthodb.org/?query=25187at33634	Ribosomal protein L7Ae/L30e/S12e/Gadd45
25189at33634	Complete	JH598326.1	103232	103712	+	228.3	128	https://v10-1.orthodb.org/?query=25189at33634	Mitochondrial import inner membrane translocase subunit Tim17, putative
26150at33634	Complete	JH598038.1	41444	42482	+	217.5	172	https://v10-1.orthodb.org/?query=26150at33634	6-phosphogluconolactonase
26258at33634	Complete	JH598368.1	308847	309234	+	207.9	98	https://v10-1.orthodb.org/?query=26258at33634	Ribosomal protein L7Ae/L30e/S12e/Gadd45
26307at33634	Complete	JH598121.1	53603	52883	-	246.5	168	https://v10-1.orthodb.org/?query=26307at33634	dUTPase-like
26441at33634	Complete	JH597989.1	196515	196191	-	145.8	85	https://v10-1.orthodb.org/?query=26441at33634	LSM domain, eukaryotic/archaea-type
27268at33634	Complete	JH598325.1	614714	613711	-	233.0	175	https://v10-1.orthodb.org/?query=27268at33634	Protein kinase domain
27409at33634	Complete	ABWE02002537.1	27165	26568	-	187.5	128	https://v10-1.orthodb.org/?query=27409at33634	Protein-tyrosine phosphatase, catalytic
27410at33634	Complete	JH597910.1	198577	197938	-	217.1	136	https://v10-1.orthodb.org/?query=27410at33634	Protein RER1
27411at33634	Complete	JH598161.1	174529	175063	+	216.5	145	https://v10-1.orthodb.org/?query=27411at33634	GrpE nucleotide exchange factor
28151at33634	Complete	JH598306.1	115378	116077	+	124.0	108	https://v10-1.orthodb.org/?query=28151at33634	YbaK/aminoacyl-tRNA synthetase-associated domain
28445at33634	Complete	JH597989.1	129778	129332	-	155.5	106	https://v10-1.orthodb.org/?query=28445at33634	Nuclear transport factor 2
31838at33634	Complete	JH597989.1	11457	11925	+	120.6	101	https://v10-1.orthodb.org/?query=31838at33634	MRPL25 domain
