# BUSCO version is: 6.0.0 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2024-01-08, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
302at33634	Complete	contig_208	89581	83680	-	1465.9	1251	https://v10-1.orthodb.org/?query=302at33634	S1 domain
693at33634	Complete	contig_391	973543	977044	+	1636.1	925	https://v10-1.orthodb.org/?query=693at33634	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
723at33634	Complete	contig_231	112525	109351	-	1361.1	788	https://v10-1.orthodb.org/?query=723at33634	Aminoacyl-tRNA synthetase, class Ia
971at33634	Complete	contig_172	138552	135036	-	1446.6	854	https://v10-1.orthodb.org/?query=971at33634	Aminoacyl-tRNA synthetase, class Ia
1102at33634	Complete	contig_197	61262	55820	-	1794.2	1204	https://v10-1.orthodb.org/?query=1102at33634	RNA polymerase Rpb1, domain 4
1326at33634	Complete	contig_196	122325	118551	-	762.4	723	https://v10-1.orthodb.org/?query=1326at33634	MIF4G-like domain superfamily
1342at33634	Complete	contig_241	1430530	1433533	+	1197.8	724	https://v10-1.orthodb.org/?query=1342at33634	Coatomer subunit beta
1803at33634	Complete	contig_189	109109	106280	-	733.3	563	https://v10-1.orthodb.org/?query=1803at33634	Aminoacyl-tRNA synthetase, class Ia
2880at33634	Complete	contig_165	403323	405945	+	878.3	546	https://v10-1.orthodb.org/?query=2880at33634	AP complex subunit beta
3405at33634	Complete	contig_527	207359	204497	-	1040.8	681	https://v10-1.orthodb.org/?query=3405at33634	Pre-mRNA-processing factor 6
3528at33634	Complete	contig_789	8516	6065	-	1072.3	627	https://v10-1.orthodb.org/?query=3528at33634	Helicase, C-terminal
3786at33634	Complete	contig_308	783893	781940	-	1032.4	527	https://v10-1.orthodb.org/?query=3786at33634	Heat shock protein 70 family
3834at33634	Complete	contig_217	93658	95566	+	702.1	482	https://v10-1.orthodb.org/?query=3834at33634	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
3835at33634	Complete	contig_193	301052	302894	+	835.5	501	https://v10-1.orthodb.org/?query=3835at33634	Methylglyoxal synthase-like domain
3892at33634	Complete	contig_350	192838	194944	+	770.7	539	https://v10-1.orthodb.org/?query=3892at33634	Sda1
4148at33634	Complete	contig_165	200030	198170	-	755.7	476	https://v10-1.orthodb.org/?query=4148at33634	Translation initiation factor IF- 2
4166at33634	Missing
4406at33634	Complete	contig_311	920379	923220	+	685.9	435	https://v10-1.orthodb.org/?query=4406at33634	WD40-repeat-containing domain
5074at33634	Duplicated	contig_177	106662	105126	-	639.9	415	https://v10-1.orthodb.org/?query=5074at33634	Carbohydrate kinase, FGGY
5074at33634	Duplicated	contig_884	869627	868133	-	585.1	415	https://v10-1.orthodb.org/?query=5074at33634	Carbohydrate kinase, FGGY
5144at33634	Complete	contig_353	162876	164400	+	698.6	420	https://v10-1.orthodb.org/?query=5144at33634	Signal recognition particle, SRP54 subunit
5145at33634	Complete	contig_460	97144	98254	+	503.4	291	https://v10-1.orthodb.org/?query=5145at33634	WD40-repeat-containing domain
5578at33634	Complete	contig_243	212084	213597	+	741.5	373	https://v10-1.orthodb.org/?query=5578at33634	Eukaryotic translation initiation factor 2 subunit 3
5960at33634	Complete	contig_199	62417	60179	-	786.1	497	https://v10-1.orthodb.org/?query=5960at33634	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
5964at33634	Complete	contig_81	103582	105331	+	510.2	418	https://v10-1.orthodb.org/?query=5964at33634	Alpha-1,3-glucosyltransferase
6366at33634	Complete	contig_384	285847	287561	+	840.1	452	https://v10-1.orthodb.org/?query=6366at33634	Inosine-5'-monophosphate dehydrogenase
6436at33634	Complete	contig_626	72966	71526	-	787.1	411	https://v10-1.orthodb.org/?query=6436at33634	RNA helicase
6684at33634	Complete	contig_231	1792823	1794566	+	725.6	437	https://v10-1.orthodb.org/?query=6684at33634	GroEL-like apical domain superfamily
6933at33634	Complete	contig_245	62690	61223	-	603.4	341	https://v10-1.orthodb.org/?query=6933at33634	Nop domain
6981at33634	Complete	contig_352	93521	97154	+	1345.0	872	https://v10-1.orthodb.org/?query=6981at33634	Exportin-1, C-terminal
6989at33634	Complete	contig_237	1264224	1266297	+	715.9	477	https://v10-1.orthodb.org/?query=6989at33634	Pescadillo
7485at33634	Complete	contig_241	609809	608084	-	461.6	342	https://v10-1.orthodb.org/?query=7485at33634	RNA helicase
8142at33634	Complete	contig_195	1343730	1342360	-	314.1	231	https://v10-1.orthodb.org/?query=8142at33634	tRNA-dihydrouridine synthase
8760at33634	Complete	contig_391	717389	715187	-	355.4	277	https://v10-1.orthodb.org/?query=8760at33634	DNA glycosylase
8842at33634	Complete	contig_232	1048462	1046819	-	619.1	339	https://v10-1.orthodb.org/?query=8842at33634	26S Proteasome regulatory subunit 6A
9201at33634	Complete	contig_510	219730	221147	+	203.2	212	https://v10-1.orthodb.org/?query=9201at33634	Programmed cell death protein 2
9286at33634	Complete	contig_193	1745779	1744293	-	654.6	378	https://v10-1.orthodb.org/?query=9286at33634	Mitochondrial-processing peptidase subunit beta
9297at33634	Complete	contig_482	323590	322492	-	435.4	308	https://v10-1.orthodb.org/?query=9297at33634	RNA 3'-terminal phosphate cyclase
9413at33634	Complete	contig_238	777824	776248	-	452.9	320	https://v10-1.orthodb.org/?query=9413at33634	DNA primase
9731at33634	Complete	contig_240	900763	897676	-	846.7	553	https://v10-1.orthodb.org/?query=9731at33634	AP-3 complex subunit delta
9939at33634	Complete	contig_37	76699	74851	-	525.8	388	https://v10-1.orthodb.org/?query=9939at33634	Glycerol-3-phosphate dehydrogenase
10123at33634	Complete	contig_208	266183	264692	-	348.3	275	https://v10-1.orthodb.org/?query=10123at33634	ALG11 mannosyltransferase
10425at33634	Complete	contig_349	224470	225922	+	718.4	351	https://v10-1.orthodb.org/?query=10425at33634	Pseudouridine synthase, catalytic domain superfamily
10799at33634	Complete	contig_818	28202	26720	-	572.8	362	https://v10-1.orthodb.org/?query=10799at33634	Bifunctional dihydrofolate reductase-thymidylate synthase
11504at33634	Complete	contig_193	530429	528044	-	641.8	378	https://v10-1.orthodb.org/?query=11504at33634	RNA helicase
12069at33634	Complete	contig_203	97557	96424	-	424.3	265	https://v10-1.orthodb.org/?query=12069at33634	Cytosolic Fe-S cluster assembly factor NUBP1 homolog
12249at33634	Complete	contig_143	176909	178658	+	524.4	347	https://v10-1.orthodb.org/?query=12249at33634	Methylthiotransferase, N-terminal
12363at33634	Complete	contig_172	487253	488132	+	253.8	229	https://v10-1.orthodb.org/?query=12363at33634	Coatomer subunit epsilon
12382at33634	Complete	contig_231	682243	680833	-	723.9	378	https://v10-1.orthodb.org/?query=12382at33634	Helicase, C-terminal
12562at33634	Complete	contig_710	154483	156667	+	743.2	530	https://v10-1.orthodb.org/?query=12562at33634	WD40 repeat
12626at33634	Complete	contig_241	1131272	1132874	+	457.9	323	https://v10-1.orthodb.org/?query=12626at33634	MFS transporter, PAT family, solute carrier family 33 (Acetyl-CoA transportor), member 1
12684at33634	Complete	contig_251	1536061	1537117	+	345.6	243	https://v10-1.orthodb.org/?query=12684at33634	Polymerase, nucleotidyl transferase domain
12693at33634	Complete	contig_240	751973	750722	-	324.8	295	https://v10-1.orthodb.org/?query=12693at33634	Tetratricopeptide repeat
13102at33634	Complete	contig_246	383184	385611	+	590.5	402	https://v10-1.orthodb.org/?query=13102at33634	Large subunit GTPase 1
13476at33634	Complete	contig_251	25924	24608	-	347.1	203	https://v10-1.orthodb.org/?query=13476at33634	Proteasome subunit beta type
13537at33634	Complete	contig_391	725575	724344	-	383.7	220	https://v10-1.orthodb.org/?query=13537at33634	Methyltransferase type 11
13819at33634	Complete	contig_154	80693	79178	-	555.5	345	https://v10-1.orthodb.org/?query=13819at33634	Ubiquitin-activating enzyme
13832at33634	Complete	contig_237	444690	443599	-	289.8	209	https://v10-1.orthodb.org/?query=13832at33634	PPM-type phosphatase domain
14113at33634	Complete	contig_535	45767	47342	+	530.4	322	https://v10-1.orthodb.org/?query=14113at33634	Dynamin superfamily
15177at33634	Complete	contig_399	464287	463306	-	466.9	274	https://v10-1.orthodb.org/?query=15177at33634	WD40-repeat-containing domain
15216at33634	Complete	contig_510	229460	230404	+	283.9	209	https://v10-1.orthodb.org/?query=15216at33634	Pantoate-beta-alanine ligase
15242at33634	Complete	contig_189	467346	466476	-	361.8	198	https://v10-1.orthodb.org/?query=15242at33634	Proteasome subunit beta type
15351at33634	Complete	contig_353	298515	297504	-	354.1	212	https://v10-1.orthodb.org/?query=15351at33634	Proteasome subunit alpha type
15520at33634	Complete	contig_311	273521	274694	+	469.2	299	https://v10-1.orthodb.org/?query=15520at33634	Flap endonuclease 1
15827at33634	Complete	contig_540	1930	4614	+	443.7	285	https://v10-1.orthodb.org/?query=15827at33634	Glycosyl transferase, family 4
15969at33634	Complete	contig_205	168015	169287	+	337.3	262	https://v10-1.orthodb.org/?query=15969at33634	Calreticulin
16248at33634	Complete	contig_766	45415	44252	-	259.2	201	https://v10-1.orthodb.org/?query=16248at33634	Impact, N-terminal
17057at33634	Duplicated	contig_251	545472	543795	-	498.7	374	https://v10-1.orthodb.org/?query=17057at33634	Pumilio homology domain
17057at33634	Duplicated	contig_251	561489	563166	+	498.7	374	https://v10-1.orthodb.org/?query=17057at33634	Pumilio homology domain
17622at33634	Complete	contig_353	376107	374508	-	337.8	241	https://v10-1.orthodb.org/?query=17622at33634	Histone acetyltransferase
17887at33634	Complete	contig_210	337783	338665	+	222.7	172	https://v10-1.orthodb.org/?query=17887at33634	Pyridoxal phosphate homeostasis protein
18069at33634	Complete	contig_510	8131	8828	+	239.1	161	https://v10-1.orthodb.org/?query=18069at33634	RNA polymerase, Rpb5, N-terminal
18429at33634	Complete	contig_311	742599	741643	-	201.2	180	https://v10-1.orthodb.org/?query=18429at33634	Cyclin
18432at33634	Complete	contig_201	79218	77710	-	383.8	242	https://v10-1.orthodb.org/?query=18432at33634	von Willebrand factor A-like domain superfamily
18615at33634	Complete	contig_240	1386406	1388713	+	413.3	356	https://v10-1.orthodb.org/?query=18615at33634	GDP dissociation inhibitor
19366at33634	Complete	contig_311	1136402	1137373	+	142.0	114	https://v10-1.orthodb.org/?query=19366at33634	HAD superfamily
19836at33634	Complete	contig_391	559288	557665	-	403.8	314	https://v10-1.orthodb.org/?query=19836at33634	Cactin, central domain
19891at33634	Complete	contig_96	593546	594560	+	362.1	251	https://v10-1.orthodb.org/?query=19891at33634	Brix domain
