# BUSCO version is: 6.0.0 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2024-01-08, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
302at33634	Complete	SZZJ01000337.1	2704	8626	+	1463.3	1239	https://v10-1.orthodb.org/?query=302at33634	S1 domain
693at33634	Complete	SZZJ01001675.1	5247	8736	+	1634.5	925	https://v10-1.orthodb.org/?query=693at33634	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
723at33634	Complete	SZZJ01001088.1	9059	5882	-	1357.9	788	https://v10-1.orthodb.org/?query=723at33634	Aminoacyl-tRNA synthetase, class Ia
971at33634	Complete	SZZJ01000404.1	7616	3816	-	1427.3	854	https://v10-1.orthodb.org/?query=971at33634	Aminoacyl-tRNA synthetase, class Ia
1102at33634	Complete	SZZJ01000071.1	46224	51648	+	1792.0	1156	https://v10-1.orthodb.org/?query=1102at33634	RNA polymerase Rpb1, domain 4
1326at33634	Complete	SZZJ01002113.1	9272	5357	-	770.4	721	https://v10-1.orthodb.org/?query=1326at33634	MIF4G-like domain superfamily
1342at33634	Complete	SZZJ01000273.1	10041	13035	+	1192.2	724	https://v10-1.orthodb.org/?query=1342at33634	Coatomer subunit beta
1803at33634	Complete	SZZJ01001850.1	6729	3866	-	743.1	561	https://v10-1.orthodb.org/?query=1803at33634	Aminoacyl-tRNA synthetase, class Ia
2880at33634	Complete	SZZJ01000142.1	13018	18244	+	875.1	546	https://v10-1.orthodb.org/?query=2880at33634	AP complex subunit beta
3405at33634	Complete	SZZJ01000168.1	19941	22803	+	1028.2	681	https://v10-1.orthodb.org/?query=3405at33634	Pre-mRNA-processing factor 6
3528at33634	Complete	SZZJ01000190.1	37809	35352	-	1075.5	627	https://v10-1.orthodb.org/?query=3528at33634	Helicase, C-terminal
3786at33634	Complete	SZZJ01000373.1	21655	19702	-	1032.5	527	https://v10-1.orthodb.org/?query=3786at33634	Heat shock protein 70 family
3834at33634	Complete	SZZJ01000294.1	24370	26545	+	764.3	482	https://v10-1.orthodb.org/?query=3834at33634	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
3835at33634	Complete	SZZJ01001093.1	11154	13008	+	825.3	496	https://v10-1.orthodb.org/?query=3835at33634	Methylglyoxal synthase-like domain
3892at33634	Complete	SZZJ01000121.1	41537	43661	+	777.3	539	https://v10-1.orthodb.org/?query=3892at33634	Sda1
4148at33634	Complete	SZZJ01000791.1	3076	1216	-	760.3	476	https://v10-1.orthodb.org/?query=4148at33634	Translation initiation factor IF- 2
4166at33634	Missing
4406at33634	Complete	SZZJ01000008.1	22184	19285	-	693.1	435	https://v10-1.orthodb.org/?query=4406at33634	WD40-repeat-containing domain
5074at33634	Complete	SZZJ01004572.1	1457	2621	+	480.1	317	https://v10-1.orthodb.org/?query=5074at33634	Carbohydrate kinase, FGGY
5144at33634	Complete	SZZJ01000157.1	16341	17995	+	701.5	420	https://v10-1.orthodb.org/?query=5144at33634	Signal recognition particle, SRP54 subunit
5145at33634	Complete	SZZJ01000519.1	26469	25359	-	504.7	291	https://v10-1.orthodb.org/?query=5145at33634	WD40-repeat-containing domain
5578at33634	Complete	SZZJ01000041.1	40505	38895	-	741.7	373	https://v10-1.orthodb.org/?query=5578at33634	Eukaryotic translation initiation factor 2 subunit 3
5960at33634	Complete	SZZJ01000048.1	45462	43207	-	785.5	497	https://v10-1.orthodb.org/?query=5960at33634	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
5964at33634	Complete	SZZJ01000627.1	15911	17687	+	509.3	417	https://v10-1.orthodb.org/?query=5964at33634	Alpha-1,3-glucosyltransferase
6366at33634	Complete	SZZJ01000126.1	22079	23507	+	838.5	451	https://v10-1.orthodb.org/?query=6366at33634	Inosine-5'-monophosphate dehydrogenase
6436at33634	Complete	SZZJ01000567.1	8593	7153	-	785.9	411	https://v10-1.orthodb.org/?query=6436at33634	RNA helicase
6684at33634	Complete	SZZJ01000391.1	26938	28689	+	724.5	437	https://v10-1.orthodb.org/?query=6684at33634	GroEL-like apical domain superfamily
6933at33634	Missing
6981at33634	Complete	SZZJ01000148.1	36542	32906	-	1345.5	872	https://v10-1.orthodb.org/?query=6981at33634	Exportin-1, C-terminal
6989at33634	Complete	SZZJ01000280.1	9612	7104	-	696.5	475	https://v10-1.orthodb.org/?query=6989at33634	Pescadillo
7485at33634	Complete	SZZJ01000492.1	29914	28081	-	462.8	342	https://v10-1.orthodb.org/?query=7485at33634	RNA helicase
8142at33634	Complete	SZZJ01000317.1	9183	7772	-	309.1	231	https://v10-1.orthodb.org/?query=8142at33634	tRNA-dihydrouridine synthase
8760at33634	Complete	SZZJ01000012.1	82268	71742	-	380.4	276	https://v10-1.orthodb.org/?query=8760at33634	DNA glycosylase
