# BUSCO version is: 6.0.0 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2024-01-08, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
302at33634	Complete	contig_504	86163	80262	-	1465.9	1251	https://v10-1.orthodb.org/?query=302at33634	S1 domain
693at33634	Complete	contig_360	232507	229006	-	1637.5	925	https://v10-1.orthodb.org/?query=693at33634	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
723at33634	Complete	contig_333	125217	122043	-	1361.1	788	https://v10-1.orthodb.org/?query=723at33634	Aminoacyl-tRNA synthetase, class Ia
971at33634	Complete	contig_354	127840	124324	-	1446.6	854	https://v10-1.orthodb.org/?query=971at33634	Aminoacyl-tRNA synthetase, class Ia
1102at33634	Complete	contig_6	63486	58044	-	1794.3	1204	https://v10-1.orthodb.org/?query=1102at33634	RNA polymerase Rpb1, domain 4
1326at33634	Complete	contig_22	306188	309962	+	764.0	723	https://v10-1.orthodb.org/?query=1326at33634	MIF4G-like domain superfamily
1342at33634	Complete	contig_43	65086	68089	+	1197.8	724	https://v10-1.orthodb.org/?query=1342at33634	Coatomer subunit beta
1803at33634	Complete	contig_2	1904348	1907177	+	732.8	563	https://v10-1.orthodb.org/?query=1803at33634	Aminoacyl-tRNA synthetase, class Ia
2880at33634	Complete	contig_605	896248	893626	-	878.3	546	https://v10-1.orthodb.org/?query=2880at33634	AP complex subunit beta
3405at33634	Complete	contig_746	514674	517536	+	1041.4	681	https://v10-1.orthodb.org/?query=3405at33634	Pre-mRNA-processing factor 6
3528at33634	Complete	contig_338	220409	222860	+	1072.3	627	https://v10-1.orthodb.org/?query=3528at33634	Helicase, C-terminal
3786at33634	Complete	contig_704	145248	147201	+	1032.4	527	https://v10-1.orthodb.org/?query=3786at33634	Heat shock protein 70 family
3834at33634	Complete	contig_126	96700	98608	+	704.5	482	https://v10-1.orthodb.org/?query=3834at33634	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
3835at33634	Complete	contig_230	2043145	2041303	-	835.5	501	https://v10-1.orthodb.org/?query=3835at33634	Methylglyoxal synthase-like domain
